Row,ID,Height,Weight (in),Release Clause (Eur),Value (Eur),Wage (Eur)
3682,215193,67,154,63000000,4000000,10000
3683,224921,73,172,95000000,41000000,11000
3684,233113,71,161,161000000,6000000,58000
3685,235673,72,163,74000000,45000000,6000
3686,205210,67,150,45000000,33000000,5000
3687,223898,75,172,,39000000,13000
3688,230298,70,154,65000000,34000000,14000
3689,183706,70,183,61000000,32000000,34000
3690,227227,69,154,74000000,42000000,9000
3691,235163,71,157,49000000,31000000,4000
3692,234396,71,159,128000000,6000000,3000
3693,181404,74,176,35000000,23000000,6000
3694,206493,75,183,46000000,23000000,13000
3695,214685,69,163,,31000000,10000
3696,215965,73,187,65000000,43000000,6000
3697,244381,74,174,75000000,34000000,1000
3698,205726,69,146,61000000,37000000,4000
3699,230302,70,157,65000000,34000000,11000
3700,189342,76,187,36000000,22000000,44000
3701,193182,73,165,49000000,26000000,26000
3702,202399,68,163,17000000,13000000,3000
3703,225951,71,157,86000000,42000000,12000
3704,233119,76,187,64000000,44000000,8000
3705,225696,70,159,94000000,43000000,9000
3706,204193,71,159,63000000,32000000,18000
3707,205985,74,181,,38000000,16000
3708,229537,73,168,6000000,36000000,9000
3709,234913,73,170,62000000,39000000,14000
3710,245665,69,157,,0,0
3711,189857,69,148,51000000,32000000,9000
3712,190113,77,203,48000000,24000000,14000
3713,201122,72,176,67000000,34000000,26000
3714,223138,73,174,71000000,34000000,11000
3715,229026,71,159,68000000,33000000,12000
3716,240034,73,187,71000000,31000000,1000
3717,227235,71,170,6000000,36000000,19000
3718,201380,73,176,89000000,41000000,8000
3719,214436,71,154,7000000,37000000,20000
3720,221860,67,148,64000000,37000000,5000
3721,225701,74,170,43000000,25000000,5000
3722,162981,70,141,46000000,24000000,24000
3723,237221,74,152,136000000,55000000,33000
3724,190629,63,137,,37000000,7000
3725,239782,69,161,68000000,41000000,7000
3726,188070,69,154,34000000,27000000,4000
3727,197031,74,174,77000000,41000000,20000
3728,158375,68,146,31000000,2000000,14000
3729,237223,73,185,72000000,43000000,6000
3730,188071,68,146,42000000,33000000,3000
3731,190887,71,172,35000000,23000000,6000
3732,235176,70,161,47000000,31000000,11000
3733,190633,76,179,47000000,25000000,29000
3734,6826,72,172,808000,425000,16000
3735,142762,71,174,19000000,13000000,10000
3736,221610,74,179,,0,0
3737,203435,72,181,72000000,35000000,14000
3738,210603,67,134,54000000,31000000,24000
3739,200108,73,165,42000000,31000000,14000
3740,207788,74,181,57000000,27000000,11000
3741,215212,72,185,3000000,2000000,10000
3742,224428,72,154,96000000,44000000,12000
3743,205998,68,159,82000000,39000000,17000
3744,214190,72,172,18000000,13000000,3000
3745,241070,73,172,91000000,39000000,6000
3746,209839,74,185,,33000000,28000
3747,215215,71,176,45000000,28000000,13000
3748,182959,76,194,39000000,18000000,1000
3749,202416,71,163,14000000,950000,10000
3750,209840,73,185,67000000,34000000,26000
3751,225456,70,172,87000000,4000000,8000
3752,102064,71,152,15000000,950000,4000
3753,204977,68,161,,24000000,29000
3754,212401,70,159,79000000,36000000,16000
3755,213937,69,148,,43000000,6000
3756,179633,73,165,35000000,27000000,6000
3757,198067,71,163,49000000,25000000,19000
3758,208564,70,165,33000000,26000000,14000
3759,220084,67,143,,39000000,21000
3760,229556,72,161,101000000,46000000,13000
3761,183220,71,170,52000000,31000000,18000
3762,214965,70,165,53000000,31000000,12000
3763,171189,72,172,28000000,18000000,7000
3764,202678,66,154,43000000,32000000,7000
3765,206006,68,139,72000000,37000000,30000
3766,206518,70,165,96000000,46000000,10000
3767,223926,69,161,81000000,48000000,9000
3768,234935,71,165,52000000,25000000,7000
3769,224440,77,192,58000000,32000000,7000
3770,188600,70,187,66000000,32000000,10000
3771,199353,68,146,,31000000,26000
3772,234426,73,179,84000000,36000000,6000
3773,201403,72,172,,36000000,20000
3774,226747,74,183,48000000,32000000,4000
3775,234171,72,170,92000000,46000000,13000
3776,236987,70,150,152000000,6000000,11000
3777,204476,76,174,39000000,26000000,7000
3778,227772,72,176,57000000,36000000,11000
3779,166844,76,194,54000000,3000000,38000
3780,241084,71,161,88000000,55000000,3000
3781,193468,72,187,5000000,32000000,15000
3782,199101,73,176,42000000,25000000,6000
3783,214717,69,165,62000000,35000000,16000
3784,163261,71,174,23000000,12000000,32000
3785,230333,70,152,17000000,875000,14000
3786,140222,71,168,,0,0
3787,214718,67,150,81000000,43000000,14000
3788,220862,72,187,,39000000,51000
3789,189118,72,176,32000000,18000000,10000
3790,210879,75,190,49000000,29000000,3000
3791,188607,71,172,38000000,22000000,16000
3792,158144,70,157,23000000,15000000,8000
3793,236480,72,176,104000000,5000000,23000
3794,207553,72,168,51000000,32000000,4000
3795,143809,71,152,79000000,38000000,12000
3796,204226,70,174,51000000,32000000,21000
3797,152514,68,146,45000000,24000000,35000
3798,218050,74,165,51000000,24000000,5000
3799,200387,73,163,48000000,32000000,11000
3800,18115,73,172,37000000,18000000,7000
3801,213445,66,146,72000000,41000000,23000
3802,223685,74,181,7000000,39000000,17000
3803,230341,72,179,17000000,875000,12000
3804,239301,69,154,68000000,4000000,7000
3805,184518,73,183,64000000,32000000,13000
3806,214727,70,168,75000000,42000000,25000
3807,236999,70,174,45000000,28000000,6000
3808,212680,69,134,76000000,42000000,5000
3809,216520,68,163,54000000,3000000,8000
3810,230344,70,170,5000000,26000000,11000
3811,213705,67,165,98000000,43000000,9000
3812,230857,72,154,75000000,36000000,15000
3813,143306,76,198,24000000,13000000,23000
3814,193226,72,172,79000000,38000000,12000
3815,216523,74,187,77000000,34000000,1000
3816,225995,70,159,86000000,36000000,1000
3817,182731,67,146,47000000,31000000,14000
3818,187339,68,159,41000000,33000000,5000
3819,148684,76,205,723000,425000,12000
3820,214988,68,154,62000000,36000000,8000
3821,204493,76,185,52000000,34000000,10000
3822,146637,72,170,2000000,13000000,6000
3823,234701,68,157,127000000,55000000,1000
3824,210126,68,146,39000000,31000000,7000
3825,190670,73,187,3000000,21000000,6000
3826,223695,71,165,48000000,24000000,15000
3827,229071,74,187,6000000,33000000,19000
3828,232655,74,176,55000000,35000000,8000
3829,229584,72,163,65000000,35000000,14000
3830,237520,71,179,106000000,44000000,1000
3831,242384,72,163,38000000,3000000,4000
3832,190416,74,176,59000000,28000000,17000
3833,223697,72,168,74000000,42000000,16000
3834,183249,70,201,4000000,28000000,11000
3835,184273,69,154,39000000,25000000,7000
3836,184274,75,176,46000000,24000000,10000
3837,212947,65,141,83000000,43000000,6000
3838,213203,73,174,66000000,3000000,5000
3839,214483,67,132,24000000,17000000,4000
3840,217813,71,176,51000000,29000000,10000
3841,230869,75,196,89000000,39000000,8000
3842,200918,71,154,61000000,39000000,14000
3843,215254,72,187,29000000,21000000,15000
3844,226518,74,187,56000000,35000000,11000
3845,233943,70,154,77000000,4000000,9000
3846,203736,73,172,81000000,39000000,18000
3847,231640,67,165,9000000,5000000,6000
3848,199897,71,172,45000000,25000000,17000
3849,213209,70,150,74000000,45000000,6000
3850,176345,72,187,2000000,16000000,7000
3851,183769,73,165,19000000,950000,10000
3852,199386,67,154,49000000,33000000,12000
3853,204250,74,187,69000000,39000000,34000
3854,206042,70,152,69000000,37000000,28000
3855,176346,69,154,26000000,2000000,8000
3856,216283,67,159,5000000,3000000,13000
3857,238555,67,146,85000000,5000000,5000
3858,186331,69,146,67000000,3000000,1000
3859,189403,74,181,6000000,3000000,27000
3860,209372,67,139,83000000,4000000,11000
3861,176348,72,172,18000000,14000000,6000
3862,189148,70,159,57000000,31000000,39000
3863,192732,71,170,57000000,31000000,24000
3864,213725,68,139,92000000,42000000,14000
3865,217565,74,176,74000000,34000000,6000
3866,222429,67,132,64000000,37000000,10000
3867,220638,70,174,78000000,34000000,13000
3868,223198,73,154,,39000000,16000
3869,231390,70,157,,48000000,7000
3870,183518,71,161,,32000000,41000
3871,190430,70,163,49000000,25000000,30000
3872,200159,73,194,48000000,29000000,8000
3873,155871,76,190,37000000,2000000,6000
3874,242143,72,170,85000000,41000000,9000
3875,194015,74,190,42000000,26000000,11000
3876,183520,70,163,47000000,28000000,8000
3877,145889,69,141,38000000,17000000,13000
3878,229857,66,137,63000000,35000000,26000
3879,194017,70,168,65000000,34000000,32000
3880,199651,69,159,59000000,38000000,12000
3881,208099,76,183,35000000,26000000,7000
3882,221923,72,154,82000000,36000000,13000
3883,224739,74,170,105000000,44000000,1000
3884,216036,69,172,37000000,25000000,10000
3885,32740,74,172,263000,210000,3000
3886,153062,66,139,24000000,16000000,14000
3887,243686,69,146,98000000,43000000,5000
3888,193254,74,179,33000000,2000000,20000
3889,201447,70,165,6000000,38000000,6000
3890,208615,77,194,7000000,34000000,17000
3891,240359,74,170,75000000,44000000,8000
3892,242664,69,146,94000000,55000000,7000
3893,177896,74,172,57000000,3000000,21000
3894,207593,70,163,55000000,35000000,9000
3895,238569,71,170,64000000,39000000,9000
3896,202986,70,159,37000000,3000000,7000
3897,227562,72,157,71000000,46000000,6000
3898,201707,72,154,,0,0
3899,233195,69,161,94000000,55000000,18000
3900,182763,74,194,53000000,25000000,13000
3901,206316,71,165,69000000,31000000,1000
3902,208364,71,159,58000000,37000000,15000
3903,169708,72,161,48000000,25000000,20000
3904,185068,70,168,47000000,31000000,7000
3905,216814,72,143,,41000000,35000
3906,199663,73,183,57000000,36000000,15000
3907,202223,73,165,46000000,3000000,7000
3908,229359,69,163,52000000,24000000,16000
3909,231919,73,172,81000000,42000000,22000
3910,196848,66,150,56000000,33000000,9000
3911,188400,75,176,43000000,28000000,8000
3912,198641,76,212,88000000,42000000,30000
3913,205553,74,183,5000000,28000000,21000
3914,177137,72,168,48000000,23000000,5000
3915,178417,75,183,34000000,18000000,27000
3916,207858,69,174,5000000,33000000,7000
3917,167666,74,192,21000000,13000000,22000
3918,178418,74,181,15000000,875000,30000
3919,189938,73,181,36000000,24000000,11000
3920,214515,69,174,17000000,12000000,3000
3921,214771,70,154,43000000,29000000,11000
3922,237043,69,154,81000000,42000000,9000
3923,241907,67,150,94000000,55000000,5000
3924,193267,70,170,3000000,18000000,20000
3925,198900,74,170,77000000,34000000,1000
3926,199412,70,161,81000000,37000000,9000
3927,214004,74,185,17000000,13000000,3000
3928,236532,76,187,8000000,4000000,11000
3929,212469,74,185,51000000,32000000,6000
3930,164853,74,198,3000000,16000000,22000
3931,204278,69,150,39000000,25000000,8000
3932,221174,70,152,86000000,38000000,1000
3933,230390,76,187,44000000,23000000,11000
3934,152567,71,150,34000000,18000000,19000
3935,198904,74,179,62000000,31000000,19000
3936,204280,74,187,61000000,36000000,8000
3937,101880,74,203,389000,210000,28000
3938,235512,69,143,,5000000,8000
3939,232441,72,172,22000000,18000000,7000
3940,199674,74,196,31000000,21000000,9000
3941,205818,68,154,,35000000,23000
3942,213498,69,165,49000000,37000000,5000
3943,217082,74,185,,0,0
3944,221434,68,148,64000000,36000000,10000
3945,224506,70,168,83000000,37000000,1000
3946,202491,70,146,73000000,37000000,21000
3947,167931,75,207,34000000,18000000,23000
3948,178171,73,172,29000000,18000000,7000
3949,198908,72,165,6000000,36000000,8000
3950,208892,72,159,,33000000,37000
3951,215292,71,168,47000000,28000000,20000
3952,217852,68,154,47000000,31000000,7000
3953,189436,73,174,43000000,24000000,12000
3954,193276,71,174,36000000,22000000,5000
3955,228093,76,194,102000000,46000000,12000
3956,167933,70,154,25000000,13000000,18000
3957,172285,72,174,59000000,27000000,14000
3958,54013,71,141,36000000,19000000,36000
3959,188157,74,172,35000000,24000000,8000
3960,215294,73,176,5000000,3000000,8000
3961,233982,69,154,43000000,22000000,10000
3962,171774,72,165,2000000,13000000,5000
3963,193278,73,172,46000000,29000000,6000
3964,220671,72,168,43000000,28000000,4000
3965,192767,76,183,55000000,25000000,1000
3966,210688,72,172,54000000,36000000,5000
3967,222464,72,165,57000000,25000000,7000
3968,230400,76,187,33000000,18000000,10000
3969,179712,69,148,35000000,23000000,6000
3970,204289,71,181,63000000,32000000,25000
3971,160770,72,179,,0,0
3972,239106,67,159,67000000,28000000,1000
3973,188674,72,159,45000000,24000000,31000
3974,213763,70,148,3000000,2000000,5000
3975,224003,76,176,34000000,2000000,5000
3976,180739,73,163,11000000,550000,6000
3977,201220,69,154,31000000,2000000,4000
3978,215556,75,154,,35000000,36000
3979,232708,66,146,,32000000,5000
3980,186116,73,187,46000000,24000000,13000
3981,216325,77,170,7000000,33000000,17000
3982,225541,70,179,63000000,32000000,31000
3983,168965,74,179,23000000,15000000,7000
3984,176389,75,198,16000000,12000000,5000
3985,199174,73,183,31000000,19000000,4000
3986,221702,69,148,,36000000,14000
3987,228614,72,170,67000000,33000000,15000
3988,201991,74,163,53000000,23000000,1000
3989,212231,74,185,51000000,26000000,23000
3990,223495,72,168,,28000000,11000
3991,230407,71,170,33000000,18000000,11000
3992,233223,71,163,,31000000,10000
3993,223240,67,163,,24000000,9000
3994,224520,68,143,,41000000,42000
3995,229896,72,163,63000000,27000000,11000
3996,241672,74,190,53000000,23000000,1000
3997,188168,74,183,33000000,17000000,29000
3998,200713,71,159,46000000,24000000,16000
3999,177673,72,165,34000000,24000000,7000
4000,49161,72,179,488000,325000,6000
4001,223498,70,172,,32000000,6000
4002,211723,74,181,42000000,25000000,5000
4003,222987,68,159,3000000,22000000,6000
4004,223243,74,194,31000000,18000000,33000
4005,50955,67,143,14000000,800000,4000
4006,216076,68,150,37000000,24000000,3000
4007,200461,69,154,32000000,24000000,7000
4008,215309,70,161,,28000000,14000
4009,181006,70,154,32000000,16000000,11000
4010,207887,71,165,59000000,33000000,5000
4011,143119,71,179,13000000,850000,9000
4012,224271,71,152,45000000,3000000,8000
4013,36111,70,154,488000,325000,4000
4014,16,70,143,11000000,750000,6000
4015,230672,74,165,61000000,32000000,16000
4016,178448,68,150,22000000,14000000,3000
4017,245520,66,163,8000000,35000000,14000
4018,203537,76,172,55000000,28000000,8000
4019,205585,67,152,38000000,25000000,5000
4020,184337,67,143,27000000,22000000,6000
4021,208914,73,168,23000000,14000000,21000
4022,189459,69,170,38000000,25000000,7000
4023,177684,74,176,29000000,18000000,7000
4024,235029,71,170,103000000,43000000,1000
4025,188949,71,159,4000000,22000000,27000
4026,199191,69,170,36000000,23000000,12000
4027,139799,73,176,13000000,850000,8000
4028,199960,69,148,55000000,28000000,26000
4029,201240,69,154,59000000,3000000,9000
4030,168984,69,161,25000000,15000000,15000
4031,235544,73,170,39000000,25000000,5000
4032,188696,70,170,36000000,18000000,14000
4033,164633,72,176,15000000,950000,11000
4034,230681,74,187,74000000,37000000,11000
4035,240409,72,170,56000000,25000000,1000
4036,243993,74,192,33000000,21000000,6000
4037,169498,70,161,43000000,23000000,35000
4038,235290,74,187,,3000000,19000
4039,192026,72,165,22000000,18000000,6000
4040,209691,72,179,33000000,18000000,5000
4041,214299,69,159,27000000,19000000,8000
4042,215067,71,179,46000000,28000000,2000
4043,228124,74,183,31000000,23000000,6000
4044,229404,75,194,39000000,25000000,5000
4045,167452,74,172,14000000,750000,14000
4046,186140,72,161,64000000,28000000,1000
4047,192540,69,159,35000000,18000000,10000
4048,206109,70,172,55000000,29000000,11000
4049,211741,71,165,28000000,18000000,9000
4050,238621,75,174,76000000,32000000,1000
4051,245021,74,176,,3000000,6000
4052,138782,72,183,22000000,12000000,26000
4053,204830,71,154,58000000,32000000,6000
4054,205086,69,157,46000000,28000000,8000
4055,202271,70,159,47000000,28000000,21000
4056,34079,69,146,405000,270000,4000
4057,232223,69,150,67000000,28000000,1000
4058,175391,69,165,25000000,12000000,6000
4059,196896,70,154,38000000,18000000,8000
4060,204320,69,157,35000000,24000000,10000
4061,139296,71,168,28000000,15000000,29000
4062,159520,77,187,240000,160000,4000
4063,202017,68,168,59000000,3000000,17000
4064,205857,75,168,51000000,22000000,1000
4065,213537,74,179,31000000,23000000,5000
4066,214817,70,170,56000000,32000000,19000
4067,235041,71,152,32000000,16000000,11000
4068,205858,69,179,48000000,22000000,1000
