Id;Location;Year;Kilometers_Driven;Fuel_Type
2160;Mumbai;2017;17000;Petrol
2161;Kochi;2016;13418;Diesel
2162;Pune;2008;117080;Diesel
2163;Mumbai;2010;74000;Petrol
2164;Hyderabad;2010;86514;Diesel
2165;Coimbatore;2014;66882;Diesel
2166;Kochi;2014;41460;Petrol
2167;Mumbai;2011;57000;Petrol
2168;Bangalore;2015;34010;Petrol
2169;Pune;2010;96813;Diesel
2170;Mumbai;2011;84000;Petrol
2171;Kochi;2013;50004;Petrol
2172;Coimbatore;2016;67995;Diesel
2173;Chennai;2012;55000;Diesel
2174;Hyderabad;2017;14900;Petrol
2175;Jaipur;2013;70961;Diesel
2176;Mumbai;2015;40194;Petrol
2177;Hyderabad;2015;96000;Petrol
2178;Mumbai;2017;35000;Diesel
2179;Delhi;2015;50000;Petrol
2180;Mumbai;2014;50000;Diesel
2181;Mumbai;2008;26299;Petrol
2182;Bangalore;2015;150386;Diesel
2183;Kolkata;2012;60000;Diesel
2184;Hyderabad;2013;65000;Diesel
2185;Ahmedabad;2017;80000;Diesel
2186;Chennai;2012;92000;Diesel
2187;Mumbai;2016;13000;Petrol
2188;Coimbatore;2013;73278;Diesel
2189;Mumbai;2011;38000;Petrol
2190;Kochi;2016;46936;Diesel
2191;Jaipur;2015;55000;Diesel
2192;Mumbai;2014;19000;Petrol
2193;Coimbatore;2016;42259;Diesel
2194;Mumbai;2011;14000;Petrol
2195;Kolkata;2016;16956;Petrol
2196;Coimbatore;2017;15473;Petrol
2197;Delhi;2011;75000;Diesel
2198;Ahmedabad;2013;96000;Diesel
2199;Delhi;2015;25000;Petrol
2200;Mumbai;2010;38000;Petrol
2201;Bangalore;2005;54000;Diesel
2202;Jaipur;2018;4131;Petrol
2203;Hyderabad;2016;31700;Petrol
2204;Pune;2017;66988;Diesel
2205;Mumbai;2014;54230;Petrol
2206;Kolkata;2015;35000;Petrol
2207;Mumbai;2010;62714;Petrol
2208;Hyderabad;2015;45295;Petrol
2209;Pune;2018;7000;Diesel
2210;Chennai;2016;57000;Petrol
2211;Delhi;2013;40100;Diesel
2212;Delhi;2013;56000;Petrol
2213;Mumbai;2012;15000;Petrol
2214;Kolkata;2014;14000;Petrol
2215;Ahmedabad;2009;68000;Diesel
2216;Delhi;2012;83000;Diesel
2217;Kochi;2013;81504;Diesel
2218;Hyderabad;2015;73500;Diesel
2219;Pune;2013;52900;Petrol
2220;Mumbai;2017;20000;Petrol
2221;Jaipur;2011;46000;Petrol
2222;Delhi;2010;65000;Petrol
2223;Pune;2007;42000;Petrol
2224;Kochi;2016;36681;Diesel
2225;Ahmedabad;2014;67000;Diesel
2226;Chennai;2016;18000;Petrol
2227;Kochi;2015;56409;Diesel
2228;Mumbai;2016;65263;CNG
2229;Coimbatore;2018;20300;Petrol
2230;Kolkata;2010;45008;Petrol
2231;Kochi;2017;21799;Petrol
2232;Pune;2011;57328;Petrol
2233;Hyderabad;2017;35358;Diesel
2234;Delhi;2009;46946;Petrol
2235;Kolkata;2012;39772;Diesel
2236;Delhi;2014;58000;Diesel
2237;Bangalore;2014;52000;Petrol
2238;Hyderabad;2008;152000;Petrol
2239;Jaipur;2016;42700;Petrol
2240;Hyderabad;2014;60000;Diesel
2241;Coimbatore;2015;33195;Petrol
2242;Hyderabad;2010;110000;Diesel
2243;Mumbai;2016;52000;Diesel
2244;Kochi;2015;64399;Diesel
2245;Mumbai;2015;55000;Petrol
2246;Bangalore;2012;50000;Diesel
2247;Kolkata;2014;33485;Petrol
2248;Kolkata;2015;32000;Diesel
2249;Bangalore;2009;71400;Petrol
2250;Hyderabad;2016;41713;Diesel
2251;Hyderabad;2017;46000;Diesel
2252;Hyderabad;2015;52950;Petrol
2253;Chennai;2015;29500;Petrol
2254;Coimbatore;2012;63888;Diesel
2255;Ahmedabad;2016;60000;Petrol
2256;Delhi;2010;59196;Petrol
2257;Hyderabad;2016;121362;Diesel
2258;Mumbai;2013;78000;Diesel
2259;Bangalore;2015;59000;Diesel
2260;Ahmedabad;2012;95000;Diesel
2261;Hyderabad;2010;84000;Diesel
2262;Bangalore;2012;58253;Diesel
2263;Coimbatore;2014;64557;Diesel
2264;Pune;2012;24500;Petrol
2265;Kolkata;2009;68078;Petrol
2266;Jaipur;2009;149706;Diesel
2267;Pune;2004;215750;Diesel
2268;Mumbai;2013;25984;Petrol
2269;Mumbai;2017;15544;Petrol
2270;Mumbai;2015;34000;Diesel
2271;Mumbai;2013;24000;Petrol
2272;Pune;2011;95000;Diesel
2273;Pune;2014;52000;Diesel
2274;Pune;2012;135000;Diesel
2275;Delhi;2017;39000;Diesel
2276;Jaipur;2013;45306;Diesel
2277;Mumbai;2010;140000;Diesel
2278;Pune;2010;55000;LPG
2279;Kochi;2015;67415;Diesel
2280;Kolkata;2016;25562;Petrol
2281;Jaipur;2016;30292;Petrol
2282;Bangalore;2014;84056;Petrol
2283;Jaipur;2017;62691;Diesel
2284;Pune;2013;87000;Diesel
2285;Delhi;2015;52513;Petrol
2286;Kochi;2016;43983;Petrol
2287;Hyderabad;2013;90121;Petrol
2288;Bangalore;2011;50000;Diesel
2289;Kolkata;2011;42500;Diesel
2290;Kochi;2016;62192;Diesel
2291;Chennai;2011;128000;Diesel
2292;Kochi;2018;38394;Petrol
2293;Coimbatore;2013;37287;Petrol
2294;Delhi;2011;60000;Petrol
2295;Coimbatore;2017;39419;Petrol
2296;Delhi;2014;55000;Diesel
2297;Mumbai;2016;7000;Petrol
2298;Hyderabad;2011;85000;Diesel
2299;Hyderabad;2013;51000;Diesel
2300;Bangalore;2012;90000;Diesel
2301;Jaipur;2010;105000;Diesel
2302;Coimbatore;2017;36458;Petrol
2303;Chennai;2006;109000;Petrol
2304;Delhi;2015;49000;Diesel
2305;Mumbai;2011;8000;Petrol
2306;Hyderabad;2010;45000;Diesel
2307;Chennai;2008;68000;Petrol
2308;Mumbai;2011;54000;Petrol
2309;Delhi;2016;28000;Petrol
2310;Delhi;2016;38500;Diesel
2311;Coimbatore;2016;17738;Diesel
2312;Kolkata;2012;67132;Diesel
2313;Mumbai;2011;47000;Diesel
2314;Mumbai;2015;28005;Petrol
2315;Kolkata;2017;13000;Petrol
2316;Kolkata;2012;67000;Diesel
2317;Delhi;2015;50000;Petrol
2318;Bangalore;2014;55000;Diesel
2319;Coimbatore;2019;9312;Diesel
2320;Kolkata;2015;30458;Petrol
2321;Mumbai;2014;46000;Petrol
2322;Pune;2011;50000;Petrol
2323;Delhi;2016;36676;CNG
2324;Chennai;2014;72563;Diesel
2325;Pune;2015;67000;Petrol
2326;Coimbatore;2015;58239;Petrol
2327;Coimbatore;2015;57934;Diesel
2328;Chennai;2017;6500000;Diesel
2329;Jaipur;2015;63000;Diesel
2330;Mumbai;2012;27014;Petrol
2331;Chennai;2012;90906;Diesel
2332;Hyderabad;2013;61202;Diesel
2333;Mumbai;2014;51000;Diesel
2334;Ahmedabad;2016;88008;Diesel
2335;Mumbai;2007;55000;Petrol
2336;Jaipur;2004;160000;Petrol
2337;Kochi;2012;42591;Petrol
2338;Bangalore;2012;67000;Diesel
2339;Pune;2014;48000;Diesel
2340;Jaipur;2014;97000;Diesel
2341;Mumbai;2018;10000;Diesel
2342;Coimbatore;2015;56900;Diesel
2343;Hyderabad;2006;74483;Petrol
2344;Kochi;2017;36152;Petrol
2345;Hyderabad;2014;85512;Diesel
2346;Chennai;2013;234000;Diesel
2347;Bangalore;2013;36000;Diesel
2348;Delhi;2015;36096;Diesel
2349;Hyderabad;2010;111111;Petrol
2350;Bangalore;2012;73000;Petrol
2351;Kolkata;2014;44300;Petrol
2352;Bangalore;2014;74500;Diesel
2353;Coimbatore;2016;21495;Petrol
2354;Delhi;2012;59000;Petrol
2355;Delhi;2016;23000;Petrol
2356;Coimbatore;2008;50135;Diesel
2357;Delhi;2016;25000;Petrol
2358;Kolkata;2013;47000;Diesel
2359;Chennai;2016;150000;Diesel
2360;Delhi;2015;53503;Diesel
2361;Ahmedabad;2014;47003;Petrol
2362;Delhi;2014;80000;Diesel
2363;Coimbatore;2018;20492;Petrol
2364;Chennai;2012;17000;Petrol
2365;Delhi;2006;79000;Petrol
2366;Kolkata;2014;27000;Petrol
2367;Kochi;2018;28786;Petrol
2368;Chennai;2011;143354;Diesel
2369;Chennai;2008;56000;Petrol
2370;Mumbai;2013;21000;Petrol
2371;Pune;2014;29202;CNG
2372;Jaipur;2009;73000;Diesel
2373;Delhi;2012;74000;Diesel
2374;Kochi;2011;65423;Petrol
2375;Jaipur;2009;65000;Petrol
2376;Hyderabad;2013;83875;CNG
2377;Hyderabad;2014;55277;Petrol
2378;Coimbatore;2017;50808;Diesel
2379;Jaipur;2017;52000;Petrol
2380;Mumbai;2017;32000;Petrol
2381;Delhi;2017;25000;Diesel
2382;Coimbatore;2016;23218;Diesel
2383;Pune;2010;84000;Diesel
2384;Delhi;2017;40000;Diesel
2385;Hyderabad;2011;17000;LPG
2386;Kolkata;2014;25135;Diesel
2387;Delhi;2017;65000;Diesel
2388;Ahmedabad;2013;40000;Petrol
2389;Coimbatore;2018;24500;Diesel
2390;Kochi;2016;56674;Petrol
2391;Kochi;2016;51950;Petrol
2392;Kolkata;2016;51000;Diesel
2393;Chennai;2012;150000;Diesel
2394;Chennai;2008;114750;Petrol
2395;Hyderabad;2016;107890;Diesel
2396;Pune;2012;64000;Diesel
2397;Kolkata;2016;21460;Petrol
2398;Coimbatore;2015;29634;Petrol
2399;Ahmedabad;2008;52000;Petrol
2400;Hyderabad;2015;33000;Petrol
2401;Kochi;2014;89230;Diesel
2402;Delhi;2016;27000;Petrol
2403;Kochi;2017;72524;Diesel
2404;Hyderabad;2016;73000;Petrol
2405;Coimbatore;2017;21740;Petrol
2406;Jaipur;2015;59000;Diesel
2407;Chennai;2013;83432;Petrol
2408;Pune;2014;87200;Diesel
2409;Hyderabad;2012;88000;Diesel
2410;Jaipur;2017;48324;Diesel
2411;Delhi;2011;51000;Petrol
2412;Kolkata;2012;24000;Petrol
2413;Kochi;2017;20773;Diesel
2414;Kolkata;2016;22000;Diesel
2415;Kochi;2014;66355;Petrol
2416;Pune;2007;115800;Petrol
2417;Ahmedabad;2014;41125;Petrol
2418;Coimbatore;2017;43812;Diesel
2419;Delhi;2014;69876;Petrol
2420;Pune;2014;102000;Diesel
2421;Pune;2011;68000;Petrol
2422;Delhi;2016;12000;Diesel
2423;Mumbai;2013;25000;Diesel
2424;Jaipur;2013;51873;Diesel
2425;Chennai;2012;72500;Diesel
2426;Pune;2007;83000;Petrol
2427;Kolkata;2015;39871;Petrol
2428;Chennai;2015;82000;Diesel
2429;Coimbatore;2018;23152;Diesel
2430;Kolkata;2007;71600;Petrol
2431;Mumbai;2010;122000;Diesel
2432;Chennai;2016;29277;Petrol
2433;Kolkata;2011;60000;Diesel
2434;Kolkata;2014;42000;Petrol
2435;Kochi;2016;61823;Petrol
2436;Jaipur;2012;53000;LPG
2437;Chennai;2015;75000;CNG
2438;Hyderabad;2011;110000;Diesel
2439;Kolkata;2010;38446;Petrol
2440;Delhi;2017;33000;Diesel
2441;Kolkata;2011;42118;Petrol
2442;Jaipur;2016;70000;Petrol
2443;Delhi;2012;68038;Diesel
2444;Coimbatore;2014;55012;Diesel
2445;Ahmedabad;2013;55000;Diesel
2446;Mumbai;2017;25000;Diesel
2447;Coimbatore;2011;46808;Petrol
2448;Coimbatore;2015;65743;Petrol
2449;Coimbatore;2013;64466;Petrol
2450;Kolkata;2009;75648;Diesel
2451;Jaipur;2016;80000;Diesel
2452;Mumbai;2017;69000;Diesel
2453;Chennai;2014;79200;Diesel
2454;Mumbai;2016;29477;Petrol
2455;Delhi;2017;40000;Diesel
2456;Pune;2014;25000;Petrol
2457;Delhi;2014;67668;Diesel
2458;Hyderabad;2010;78000;Petrol
2459;Mumbai;2017;30000;Diesel
2460;Kolkata;2015;70623;Petrol
2461;Mumbai;2015;54000;Diesel
2462;Mumbai;2015;48000;Diesel
2463;Delhi;2012;62000;Diesel
2464;Delhi;2017;47000;Petrol
2465;Bangalore;2014;171000;Diesel
2466;Pune;2012;108000;Diesel
2467;Chennai;2016;41000;Diesel
2468;Pune;2012;66000;Petrol
2469;Jaipur;2015;144000;Diesel
2470;Kochi;2017;23806;Diesel
2471;Chennai;2013;89000;Petrol
2472;Coimbatore;2018;38852;Petrol
2473;Coimbatore;2018;68737;Diesel
2474;Coimbatore;2017;23106;Diesel
2475;Delhi;2015;31250;Diesel
2476;Delhi;2014;77795;Diesel
2477;Kochi;2015;47759;Diesel
2478;Chennai;2013;67620;Petrol
2479;Kochi;2013;44378;Diesel
2480;Delhi;2012;64709;Petrol
2481;Hyderabad;2007;76161;Petrol
2482;Bangalore;2013;58410;Diesel
2483;Delhi;2011;72000;Diesel
2484;Chennai;2016;11000;Diesel
2485;Kochi;2017;45362;Diesel
2486;Kochi;2016;59767;Petrol
2487;Chennai;2003;70000;Petrol
2488;Coimbatore;2019;14233;Diesel
2489;Pune;2010;72000;Petrol
2490;Mumbai;2014;11000;Petrol
2491;Mumbai;2011;39000;Petrol
2492;Kochi;2019;19855;Petrol
2493;Bangalore;2017;20149;Diesel
2494;Jaipur;2011;70000;Petrol
2495;Mumbai;2010;62004;Petrol
2496;Mumbai;2016;25500;Diesel
2497;Hyderabad;2013;68800;Diesel
2498;Pune;2010;61700;Petrol
2499;Coimbatore;2010;59660;Petrol
2500;Hyderabad;2007;69775;Petrol
2501;Hyderabad;2016;51787;Diesel
2502;Jaipur;2009;88000;Petrol
2503;Kolkata;2014;47052;Diesel
2504;Kochi;2015;69749;Diesel
2505;Hyderabad;2012;79000;Diesel
2506;Coimbatore;2016;39644;Diesel
2507;Hyderabad;2012;137800;Diesel
2508;Chennai;2008;120000;Diesel
2509;Mumbai;2018;11000;Diesel
2510;Mumbai;2014;18600;Diesel
2511;Ahmedabad;2014;116905;Diesel
2512;Coimbatore;2011;32824;Petrol
2513;Kochi;2016;19148;Petrol
2514;Kolkata;2010;35008;Petrol
2515;Delhi;2013;21000;Diesel
2516;Mumbai;2014;53000;CNG
2517;Bangalore;2016;36000;Petrol
2518;Ahmedabad;2012;56121;Diesel
2519;Pune;2018;30000;Diesel
2520;Kochi;2016;31021;Diesel
2521;Coimbatore;2013;52600;Diesel
2522;Bangalore;2005;60000;Diesel
2523;Ahmedabad;2016;44001;Diesel
2524;Chennai;2003;101000;Petrol
2525;Hyderabad;2007;84169;Petrol
2526;Mumbai;2017;14001;Petrol
2527;Pune;2005;100000;CNG
2528;Delhi;2016;59000;Diesel
2529;Hyderabad;2009;29000;Petrol
2530;Kochi;2014;64158;Diesel
2531;Mumbai;2012;38800;Diesel
2532;Hyderabad;2011;98000;Diesel
2533;Coimbatore;2017;20969;Diesel
2534;Kolkata;2018;2900;Diesel
2535;Hyderabad;2016;69000;Diesel
2536;Coimbatore;2018;5833;Diesel
2537;Coimbatore;2016;28733;Diesel
2538;Jaipur;2006;145000;Petrol
2539;Pune;2014;71000;Diesel
2540;Jaipur;2017;12000;Petrol
2541;Kochi;2018;21603;Diesel
2542;Bangalore;2011;65000;Petrol
2543;Hyderabad;2013;58000;Diesel
2544;Pune;2012;39000;Petrol
2545;Coimbatore;2017;37712;Diesel
2546;Hyderabad;2012;68000;Petrol
2547;Chennai;2016;25000;Diesel
2548;Kolkata;2010;30000;Petrol
2549;Pune;2014;68218;Petrol
2550;Delhi;2014;52000;Diesel
2551;Coimbatore;2015;63591;Diesel
2552;Hyderabad;2014;57937;Petrol
2553;Coimbatore;2015;21979;Diesel
2554;Hyderabad;2002;99000;Diesel
2555;Pune;2016;62000;Diesel
2556;Mumbai;2006;127001;Diesel
2557;Hyderabad;2013;84600;Petrol
2558;Kochi;2018;30953;Petrol
2559;Chennai;2012;78000;Diesel
2560;Hyderabad;2008;85000;Diesel
2561;Hyderabad;2008;79000;Diesel
2562;Delhi;2014;79000;Diesel
2563;Coimbatore;2018;48188;Diesel
2564;Coimbatore;2014;67557;Diesel
2565;Delhi;2011;103814;Diesel
2566;Kolkata;2014;45128;Diesel
2567;Kochi;2013;56075;Petrol
2568;Hyderabad;2011;166000;Diesel
2569;Coimbatore;2017;65367;Diesel
2570;Hyderabad;2013;114708;Diesel
2571;Kochi;2015;35082;Diesel
2572;Kochi;2016;38593;Diesel
2573;Mumbai;2008;70700;Diesel
2574;Mumbai;2011;83000;Diesel
2575;Hyderabad;2015;120000;Diesel
2576;Kochi;2014;91586;Diesel
2577;Mumbai;2008;38235;Petrol
2578;Kolkata;2011;37000;Petrol
2579;Mumbai;2006;50888;Petrol
2580;Bangalore;2013;44000;Petrol
2581;Pune;2016;54000;Petrol
2582;Chennai;2013;90000;Petrol
2583;Kolkata;2015;35000;Diesel
2584;Coimbatore;2012;47324;Petrol
2585;Mumbai;2012;65148;Diesel
2586;Coimbatore;2014;57773;Diesel
2587;Bangalore;2014;87000;Diesel
2588;Chennai;2007;179032;Diesel
2589;Mumbai;2016;8000;Petrol
2590;Hyderabad;2007;77000;Petrol
2591;Pune;2016;20600;Petrol
2592;Mumbai;2016;13198;Petrol
2593;Bangalore;2015;21000;Diesel
2594;Delhi;2016;38000;Petrol
2595;Coimbatore;2019;15379;Petrol
2596;Hyderabad;2011;60000;Petrol
2597;Pune;2007;70000;Petrol
2598;Bangalore;2013;75371;Diesel
2599;Bangalore;2014;60000;Diesel
2600;Kolkata;2009;30675;Petrol
2601;Kolkata;2013;22000;Diesel
2602;Pune;2015;55000;Petrol
2603;Jaipur;2010;74213;Diesel
2604;Mumbai;2016;15000;Petrol
2605;Jaipur;2010;57000;Petrol
2606;Kolkata;2015;62144;Diesel
2607;Pune;2017;50000;Diesel
2608;Jaipur;2015;38000;Petrol
2609;Chennai;2016;30000;Diesel
2610;Kochi;2016;38735;Petrol
2611;Pune;2012;23598;Diesel
2612;Chennai;2014;70000;Diesel
2613;Pune;2016;39000;Diesel
2614;Hyderabad;2013;84175;Diesel
2615;Kolkata;2013;45000;Petrol
2616;Mumbai;2013;59302;Diesel
2617;Ahmedabad;2012;55002;Petrol
2618;Jaipur;2008;128813;Diesel
2619;Jaipur;2016;46522;Diesel
2620;Pune;2014;180000;Diesel
2621;Chennai;2006;89326;Diesel
2622;Pune;2016;54000;Diesel
2623;Pune;2012;95000;Diesel
2624;Kochi;2015;66337;Diesel
2625;Bangalore;2012;60000;Petrol
2626;Kolkata;2010;38001;Petrol
2627;Bangalore;2014;73000;Petrol
2628;Bangalore;2011;61000;Petrol
2629;Hyderabad;2013;120000;Diesel
2630;Kochi;2012;71787;Petrol
2631;Coimbatore;2016;11554;Diesel
2632;Hyderabad;2014;90000;Diesel
2633;Kolkata;2014;48104;Petrol
2634;Pune;2005;91000;Petrol
2635;Kochi;2007;58815;Petrol
2636;Coimbatore;2015;33931;Petrol
2637;Coimbatore;2019;13916;Petrol
2638;Pune;2012;90400;CNG
2639;Jaipur;2015;14000;Petrol
2640;Pune;2007;121000;Diesel
2641;Coimbatore;2016;17560;Petrol
2642;Pune;2016;60000;Diesel
2643;Hyderabad;2009;88096;Diesel
2644;Pune;2008;178280;Diesel
2645;Coimbatore;2015;19963;Petrol
2646;Mumbai;2019;1000;Petrol
2647;Jaipur;2017;8000;Petrol
2648;Pune;2016;9200;Petrol
2649;Hyderabad;2015;29000;Diesel
2650;Mumbai;2017;27000;Diesel
2651;Delhi;2018;22900;Petrol
2652;Hyderabad;2014;50000;Diesel
2653;Jaipur;2015;60207;Diesel
2654;Coimbatore;2010;101119;Diesel
2655;Jaipur;2010;42000;Petrol
2656;Pune;2002;93000;Petrol
2657;Ahmedabad;2012;60000;Petrol
2658;Kochi;2015;66122;Diesel
2659;Kolkata;2015;25100;Diesel
2660;Kochi;2017;24733;Petrol
2661;Ahmedabad;2008;41000;Petrol
2662;Chennai;2015;30000;Petrol
2663;Kolkata;2013;36000;Diesel
2664;Hyderabad;2017;40279;Diesel
2665;Kochi;2018;46805;Petrol
2666;Mumbai;2015;60000;Petrol
2667;Mumbai;2017;100000;Petrol
2668;Kolkata;2014;32986;Petrol
2669;Coimbatore;2018;51530;Diesel
2670;Jaipur;2013;81456;Diesel
2671;Ahmedabad;2012;37229;Petrol
2672;Delhi;2009;73200;Petrol
2673;Ahmedabad;2015;71826;Diesel
2674;Chennai;2017;129000;Diesel
2675;Pune;2012;82000;Petrol
2676;Kochi;2017;40459;Diesel
2677;Hyderabad;2009;61964;Petrol
2678;Kochi;2011;15466;Petrol
2679;Kolkata;2014;23000;Petrol
2680;Coimbatore;2012;43766;Petrol
2681;Hyderabad;2010;54000;Petrol
2682;Coimbatore;2018;18521;Diesel
2683;Hyderabad;2017;26400;Petrol
2684;Pune;2011;31900;Petrol
2685;Chennai;2010;39000;Diesel
2686;Hyderabad;2016;45671;Diesel
2687;Ahmedabad;2016;39500;Diesel
2688;Chennai;2015;54000;Diesel
2689;Chennai;2012;20000;Diesel
2690;Bangalore;2009;55000;Diesel
2691;Kolkata;2014;48000;Diesel
2692;Kolkata;2011;70000;Diesel
2693;Delhi;2014;62000;Diesel
2694;Kochi;2014;41994;Petrol
2695;Hyderabad;2010;108882;Diesel
2696;Coimbatore;2017;24806;Petrol
2697;Pune;2006;160000;Diesel
2698;Hyderabad;2017;30000;Diesel
2699;Bangalore;2015;51000;Diesel
2700;Jaipur;2015;64876;Petrol
2701;Kochi;2016;70536;CNG
2702;Coimbatore;2017;25299;Diesel
2703;Mumbai;2006;89869;Diesel
2704;Jaipur;2007;103515;Diesel
2705;Hyderabad;2008;68282;Petrol
2706;Kochi;2014;60033;Diesel
2707;Kochi;2018;51921;Diesel
2708;Mumbai;2017;18414;Diesel
2709;Kochi;2016;40866;Petrol
2710;Pune;2014;55001;Diesel
2711;Kochi;2017;20469;Petrol
2712;Jaipur;2017;8500;Petrol
2713;Ahmedabad;2008;45000;Diesel
2714;Pune;2016;6000;Petrol
2715;Chennai;2018;11000;Diesel
2716;Kochi;2015;80064;Diesel
2717;Kolkata;2016;29930;Petrol
2718;Mumbai;2013;49105;Diesel
2719;Kolkata;2012;55000;Petrol
2720;Bangalore;2015;23000;Petrol
2721;Coimbatore;2016;54727;Diesel
2722;Kochi;2018;31426;Diesel
2723;Kochi;2015;53442;Petrol
2724;Hyderabad;2014;28000;Petrol
2725;Mumbai;2017;13412;Petrol
2726;Hyderabad;2011;70000;Diesel
2727;Jaipur;2015;81310;Diesel
2728;Kochi;2019;13574;Petrol
2729;Mumbai;2008;75000;Petrol
2730;Coimbatore;2014;58310;Petrol
2731;Pune;2009;90000;Diesel
2732;Jaipur;2012;83000;Diesel
2733;Jaipur;2017;37282;Petrol
2734;Jaipur;2017;23000;Petrol
2735;Chennai;2010;82000;Diesel
2736;Chennai;2016;31000;Diesel
2737;Jaipur;2001;200000;Petrol
2738;Delhi;2014;45001;Diesel
2739;Coimbatore;2014;50446;Diesel
2740;Ahmedabad;2009;89000;Petrol
2741;Ahmedabad;2007;72000;Petrol
2742;Ahmedabad;2013;90000;Diesel
2743;Bangalore;2015;76000;Diesel
2744;Hyderabad;2012;78401;Diesel
2745;Kochi;2017;38426;Diesel
2746;Pune;2011;45000;Petrol
2747;Mumbai;2012;83000;Petrol
2748;Coimbatore;2017;50170;Diesel
2749;Mumbai;2010;37822;Petrol
2750;Kolkata;2015;33517;Diesel
2751;Delhi;2014;110000;Diesel
2752;Kolkata;2017;60000;Petrol
2753;Delhi;2013;92408;Petrol
2754;Bangalore;2014;45000;Petrol
2755;Kochi;2013;33793;Petrol
2756;Kochi;2017;26327;Petrol
2757;Coimbatore;2018;20604;Diesel
2758;Coimbatore;2018;61386;Diesel
2759;Delhi;2018;11500;Diesel
2760;Chennai;2012;58000;Diesel
2761;Delhi;2014;38000;Petrol
2762;Bangalore;2012;49000;Diesel
2763;Coimbatore;2017;72202;Diesel
2764;Kolkata;2016;7000;Petrol
2765;Ahmedabad;2014;20000;Diesel
2766;Hyderabad;2017;14061;Diesel
2767;Coimbatore;2018;30706;Diesel
2768;Kolkata;2011;51387;Diesel
2769;Bangalore;2006;44000;Petrol
2770;Mumbai;2016;12208;Petrol
2771;Chennai;2011;55000;Diesel
2772;Mumbai;2011;61600;Petrol
2773;Hyderabad;2016;28414;Petrol
2774;Mumbai;2017;27853;Petrol
2775;Bangalore;2013;55116;Petrol
2776;Ahmedabad;2017;26000;Diesel
2777;Pune;2012;45496;Petrol
2778;Pune;2013;76000;Diesel
2779;Pune;2014;136000;Petrol
2780;Pune;2009;100000;Petrol
2781;Kolkata;2010;38127;Petrol
2782;Jaipur;2014;82450;Diesel
2783;Coimbatore;2014;62497;Petrol
2784;Hyderabad;2011;86732;Diesel
2785;Kochi;2016;27969;Petrol
2786;Delhi;2013;66372;Diesel
2787;Coimbatore;2013;73525;Diesel
2788;Kochi;2018;20689;Petrol
2789;Coimbatore;2018;25093;Petrol
2790;Coimbatore;2016;49176;Diesel
2791;Delhi;2012;87510;Diesel
2792;Coimbatore;2012;38214;Petrol
2793;Kochi;2013;48986;Diesel
2794;Pune;2011;88000;Petrol
2795;Pune;2015;69002;Diesel
2796;Pune;2011;43706;Petrol
2797;Coimbatore;2016;58671;Diesel
2798;Coimbatore;2017;49404;Diesel
2799;Delhi;2010;72000;Diesel
2800;Mumbai;2016;24000;Petrol
2801;Coimbatore;2017;53285;Petrol
2802;Pune;2017;12000;Petrol
2803;Kolkata;2012;45000;Diesel
2804;Coimbatore;2018;26234;Petrol
2805;Delhi;2014;55000;Petrol
2806;Pune;2012;90000;Diesel
2807;Mumbai;2015;48000;Diesel
2808;Mumbai;2017;19863;Diesel
2809;Mumbai;2010;55000;Petrol
2810;Kolkata;2016;4800;Petrol
2811;Kochi;2017;38607;Petrol
2812;Mumbai;2018;3958;Petrol
2813;Jaipur;2014;74000;Diesel
2814;Mumbai;2009;54540;Petrol
2815;Delhi;2015;58400;Petrol
2816;Kochi;2013;73648;Diesel
2817;Jaipur;2016;83000;Diesel
2818;Kochi;2016;16159;Diesel
2819;Mumbai;2005;150000;Diesel
2820;Mumbai;2014;22100;Petrol
2821;Coimbatore;2017;35043;Petrol
2822;Pune;2018;24000;Diesel
2823;Chennai;2015;480000;Diesel
2824;Chennai;2011;70000;Petrol
2825;Pune;2015;13769;Petrol
2826;Kolkata;2013;58000;Diesel
2827;Hyderabad;2009;58000;Diesel
2828;Coimbatore;2018;18705;Diesel
2829;Delhi;2013;32378;Petrol
2830;Kolkata;2013;45000;Diesel
2831;Coimbatore;2015;36836;Diesel
2832;Kochi;2016;54199;Diesel
2833;Kochi;2017;36935;Diesel
2834;Chennai;2015;23000;Diesel
2835;Bangalore;2015;14000;Diesel
2836;Chennai;2015;100073;Diesel
2837;Kochi;2015;59182;Diesel
2838;Kochi;2016;72132;Diesel
2839;Hyderabad;2009;79000;Diesel
2840;Coimbatore;2013;66930;Petrol
2841;Pune;2015;100000;Diesel
2842;Bangalore;2012;43000;Petrol
2843;Kochi;2018;27413;Petrol
2844;Pune;2007;90000;Petrol
2845;Kolkata;2013;40300;Petrol
2846;Kochi;2011;73783;Petrol
2847;Pune;2005;86000;Petrol
2848;Delhi;2014;65694;Petrol
2849;Kolkata;2015;23000;Petrol
2850;Mumbai;2012;51000;Petrol
2851;Kochi;2018;18335;Petrol
2852;Bangalore;2014;36000;Diesel
2853;Mumbai;2017;25000;Petrol
2854;Bangalore;2007;81000;Diesel
2855;Kochi;2019;21719;Diesel
2856;Coimbatore;2013;75421;Diesel
2857;Delhi;2010;80000;Diesel
2858;Kochi;2018;10671;Petrol
2859;Hyderabad;2018;4126;Petrol
2860;Hyderabad;2017;98500;Diesel
2861;Coimbatore;2016;61578;Petrol
2862;Ahmedabad;2014;54000;Diesel
2863;Coimbatore;2013;70998;Diesel
2864;Kolkata;2015;40082;Diesel
